,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
1879,1879,1879,1879,San Antonio Spurs,Oklahoma City Thunder,W,03/02/2019,240,45,91,0.495,8,19,0.42100000000000004,18,25,0.72,11,38,49,15,8,6,11,19,116,14,regular season
1880,1880,1880,1880,New Orleans Pelicans,Denver Nuggets,W,03/02/2019,240,45,92,0.489,12,30,0.4,18,26,0.6920000000000001,12,35,47,28,10,4,21,25,120,8,regular season
1881,1881,1881,1881,Denver Nuggets,New Orleans Pelicans,L,03/02/2019,240,39,92,0.424,9,32,0.281,25,29,0.862,10,34,44,25,13,7,16,22,112,-8,regular season
1882,1882,1882,1882,Los Angeles Lakers,Phoenix Suns,L,03/02/2019,240,43,89,0.483,8,25,0.32,15,23,0.652,10,30,40,27,3,3,11,24,109,-9,regular season
1883,1883,1883,1883,Phoenix Suns,Los Angeles Lakers,W,03/02/2019,240,39,76,0.513,6,26,0.231,34,40,0.85,9,32,41,21,7,8,10,22,118,9,regular season
1884,1884,1884,1884,Milwaukee Bucks,Utah Jazz,L,03/02/2019,240,37,96,0.385,15,39,0.385,22,30,0.733,17,36,53,20,6,10,15,22,111,-4,regular season
1885,1885,1885,1885,Utah Jazz,Milwaukee Bucks,W,03/02/2019,240,44,96,0.45799999999999996,12,29,0.414,15,26,0.5770000000000001,16,37,53,22,13,7,13,23,115,4,regular season
1886,1886,1886,1886,Portland Trail Blazers,Charlotte Hornets,W,03/03/2019,240,43,96,0.44799999999999995,11,32,0.344,21,23,0.9129999999999999,13,35,48,26,9,3,11,23,118,10,regular season
1887,1887,1887,1887,Charlotte Hornets,Portland Trail Blazers,L,03/03/2019,240,37,83,0.446,14,33,0.424,20,23,0.87,4,31,35,25,7,5,12,21,108,-10,regular season
1888,1888,1888,1888,Houston Rockets,Boston Celtics,W,03/03/2019,240,38,80,0.475,21,51,0.41200000000000003,18,29,0.621,10,32,42,22,8,4,12,23,115,11,regular season
1889,1889,1889,1889,Boston Celtics,Houston Rockets,L,03/03/2019,240,37,77,0.48100000000000004,8,28,0.28600000000000003,22,29,0.759,8,36,44,23,7,0,13,23,104,-11,regular season
1890,1890,1890,1890,Atlanta Hawks,Chicago Bulls,W,03/03/2019,240,42,89,0.47200000000000003,21,42,0.5,18,28,0.643,11,35,46,30,10,5,13,18,123,5,regular season
1891,1891,1891,1891,Chicago Bulls,Atlanta Hawks,L,03/03/2019,240,47,92,0.511,8,27,0.29600000000000004,16,21,0.762,9,33,42,25,6,5,14,20,118,-5,regular season
1892,1892,1892,1892,New York Knicks,Los Angeles Clippers,L,03/03/2019,240,35,88,0.39799999999999996,11,29,0.379,26,34,0.765,9,37,46,23,9,9,13,19,107,-21,regular season
1893,1893,1893,1893,Los Angeles Clippers,New York Knicks,W,03/03/2019,240,48,98,0.49,19,35,0.5429999999999999,13,17,0.765,9,44,53,33,5,4,16,28,128,21,regular season
1894,1894,1894,1894,Orlando Magic,Cleveland Cavaliers,L,03/03/2019,240,39,88,0.44299999999999995,6,26,0.231,9,11,0.818,8,33,41,23,5,4,11,17,93,-14,regular season
1895,1895,1895,1895,Cleveland Cavaliers,Orlando Magic,W,03/03/2019,240,36,83,0.434,14,43,0.326,21,23,0.9129999999999999,9,35,44,20,7,2,11,15,107,14,regular season
1896,1896,1896,1896,Toronto Raptors,Detroit Pistons,L,03/03/2019,265,37,96,0.385,14,39,0.359,19,24,0.792,18,32,50,22,8,3,15,28,107,-5,regular season
1897,1897,1897,1897,Detroit Pistons,Toronto Raptors,W,03/03/2019,265,40,86,0.465,12,33,0.364,20,29,0.69,8,38,46,25,10,3,15,24,112,5,regular season
1898,1898,1898,1898,Minnesota Timberwolves,Washington Wizards,L,03/03/2019,240,52,99,0.525,4,27,0.14800000000000002,13,19,0.684,12,34,46,25,3,4,12,24,121,-14,regular season
1899,1899,1899,1899,Washington Wizards,Minnesota Timberwolves,W,03/03/2019,240,49,98,0.5,11,33,0.33299999999999996,26,32,0.813,15,31,46,30,6,4,8,19,135,14,regular season
1900,1900,1900,1900,Memphis Grizzlies,Oklahoma City Thunder,L,03/03/2019,240,35,79,0.44299999999999995,7,22,0.318,18,19,0.9470000000000001,4,40,44,22,9,9,20,25,95,-4,regular season
1901,1901,1901,1901,Oklahoma City Thunder,Memphis Grizzlies,W,03/03/2019,240,33,93,0.355,9,30,0.3,24,33,0.727,17,36,53,19,10,5,14,19,99,4,regular season
1902,1902,1902,1902,Dallas Mavericks,Brooklyn Nets,L,03/04/2019,240,31,87,0.35600000000000004,12,45,0.267,14,22,0.636,5,31,36,20,4,3,13,19,88,-39,regular season
1903,1903,1903,1903,Brooklyn Nets,Dallas Mavericks,W,03/04/2019,240,48,85,0.565,17,41,0.415,14,19,0.737,3,45,48,29,8,1,13,23,127,39,regular season
1904,1904,1904,1904,Atlanta Hawks,Miami Heat,L,03/04/2019,240,38,91,0.418,17,46,0.37,20,25,0.8,16,26,42,25,9,2,14,21,113,-1,regular season
1905,1905,1905,1905,Miami Heat,Atlanta Hawks,W,03/04/2019,240,44,79,0.557,9,23,0.391,17,24,0.708,7,33,40,23,9,7,18,24,114,1,regular season
1906,1906,1906,1906,Denver Nuggets,San Antonio Spurs,L,03/04/2019,240,41,95,0.4320000000000001,17,40,0.425,4,4,1.0,8,35,43,27,5,3,12,17,103,-1,regular season
1907,1907,1907,1907,San Antonio Spurs,Denver Nuggets,W,03/04/2019,240,41,85,0.48200000000000004,8,25,0.32,14,19,0.737,6,37,43,27,8,7,9,13,104,1,regular season
1908,1908,1908,1908,Milwaukee Bucks,Phoenix Suns,L,03/04/2019,240,35,95,0.368,12,42,0.28600000000000003,23,31,0.742,18,39,57,17,8,2,14,25,105,-9,regular season
1909,1909,1909,1909,Phoenix Suns,Milwaukee Bucks,W,03/04/2019,240,41,91,0.451,7,22,0.318,25,31,0.8059999999999999,17,39,56,22,10,10,13,23,114,9,regular season
1910,1910,1910,1910,New Orleans Pelicans,Utah Jazz,W,03/04/2019,240,46,96,0.479,9,20,0.45,14,18,0.778,12,32,44,24,12,5,8,20,115,3,regular season
1911,1911,1911,1911,Utah Jazz,New Orleans Pelicans,L,03/04/2019,240,43,92,0.467,14,38,0.368,12,14,0.857,13,34,47,35,3,6,18,17,112,-3,regular season
1912,1912,1912,1912,New York Knicks,Sacramento Kings,L,03/04/2019,240,39,85,0.45899999999999996,12,29,0.414,18,28,0.643,10,38,48,17,8,5,17,25,108,-7,regular season
1913,1913,1913,1913,Sacramento Kings,New York Knicks,W,03/04/2019,240,39,83,0.47,11,29,0.379,26,33,0.7879999999999999,6,37,43,28,11,3,13,24,115,7,regular season
1914,1914,1914,1914,Los Angeles Clippers,Los Angeles Lakers,W,03/04/2019,240,41,83,0.494,11,29,0.379,20,24,0.833,8,42,50,25,7,3,12,22,113,8,regular season
1915,1915,1915,1915,Los Angeles Lakers,Los Angeles Clippers,L,03/04/2019,240,38,91,0.418,10,38,0.263,19,24,0.792,7,33,40,22,2,6,12,21,105,-8,regular season
1916,1916,1916,1916,Chicago Bulls,Indiana Pacers,L,03/05/2019,240,36,93,0.387,4,25,0.16,20,24,0.833,15,34,49,16,7,7,9,20,96,-9,regular season
1917,1917,1917,1917,Indiana Pacers,Chicago Bulls,W,03/05/2019,240,38,84,0.452,11,25,0.44,18,24,0.75,11,39,50,19,6,9,12,22,105,9,regular season
1918,1918,1918,1918,Orlando Magic,Philadelphia 76ers,L,03/05/2019,240,42,93,0.452,13,32,0.406,9,12,0.75,10,34,44,21,4,2,12,16,106,-8,regular season
1919,1919,1919,1919,Philadelphia 76ers,Orlando Magic,W,03/05/2019,240,42,89,0.47200000000000003,11,28,0.39299999999999996,19,21,0.905,10,40,50,28,10,4,11,13,114,8,regular season
1920,1920,1920,1920,Portland Trail Blazers,Memphis Grizzlies,L,03/05/2019,240,42,79,0.532,9,29,0.31,18,21,0.857,5,31,36,25,7,4,20,29,111,-9,regular season
1921,1921,1921,1921,Memphis Grizzlies,Portland Trail Blazers,W,03/05/2019,240,40,75,0.5329999999999999,13,27,0.48100000000000004,27,36,0.75,4,30,34,22,11,5,16,21,120,9,regular season
1922,1922,1922,1922,Oklahoma City Thunder,Minnesota Timberwolves,L,03/05/2019,240,42,94,0.447,18,46,0.391,18,31,0.581,15,30,45,20,4,8,12,26,120,-11,regular season
1923,1923,1923,1923,Minnesota Timberwolves,Oklahoma City Thunder,W,03/05/2019,240,47,89,0.528,11,22,0.5,26,35,0.743,10,42,52,28,6,2,9,24,131,11,regular season
1924,1924,1924,1924,Houston Rockets,Toronto Raptors,W,03/05/2019,240,38,85,0.447,15,34,0.441,16,18,0.889,9,34,43,22,11,6,9,23,107,12,regular season
1925,1925,1925,1925,Toronto Raptors,Houston Rockets,L,03/05/2019,240,37,89,0.41600000000000004,9,32,0.281,12,16,0.75,16,31,47,16,1,5,13,15,95,-12,regular season
1926,1926,1926,1926,Boston Celtics,Golden State Warriors,W,03/05/2019,240,49,96,0.51,14,34,0.41200000000000003,16,17,0.941,9,37,46,38,12,5,11,24,128,33,regular season
1927,1927,1927,1927,Golden State Warriors,Boston Celtics,L,03/05/2019,240,34,85,0.4,8,35,0.22899999999999998,19,23,0.826,9,36,45,26,5,2,21,24,95,-33,regular season
1928,1928,1928,1928,Miami Heat,Charlotte Hornets,W,03/06/2019,240,38,90,0.42200000000000004,9,26,0.34600000000000003,6,11,0.545,17,34,51,19,10,7,18,16,91,7,regular season
1929,1929,1929,1929,Charlotte Hornets,Miami Heat,L,03/06/2019,240,30,82,0.366,14,36,0.389,10,15,0.667,10,30,40,22,7,4,19,19,84,-7,regular season
1930,1930,1930,1930,Minnesota Timberwolves,Detroit Pistons,L,03/06/2019,240,41,84,0.488,12,27,0.444,20,21,0.9520000000000001,6,31,37,25,3,5,13,22,114,-17,regular season
1931,1931,1931,1931,Detroit Pistons,Minnesota Timberwolves,W,03/06/2019,240,50,93,0.5379999999999999,14,33,0.424,17,22,0.773,11,31,42,29,5,3,5,19,131,17,regular season
1932,1932,1932,1932,Dallas Mavericks,Washington Wizards,L,03/06/2019,240,45,93,0.484,15,41,0.366,18,28,0.643,14,25,39,27,7,2,7,19,123,-9,regular season
1933,1933,1933,1933,Washington Wizards,Dallas Mavericks,W,03/06/2019,240,50,93,0.5379999999999999,12,33,0.364,20,25,0.8,15,34,49,30,3,2,12,26,132,9,regular season
1934,1934,1934,1934,San Antonio Spurs,Atlanta Hawks,W,03/06/2019,240,44,89,0.494,10,33,0.303,13,18,0.722,6,43,49,27,4,9,16,23,111,7,regular season
1935,1935,1935,1935,Atlanta Hawks,San Antonio Spurs,L,03/06/2019,240,36,92,0.391,13,43,0.302,19,24,0.792,11,36,47,21,8,2,14,18,104,-7,regular season
1936,1936,1936,1936,Cleveland Cavaliers,Brooklyn Nets,L,03/06/2019,240,35,87,0.402,16,38,0.42100000000000004,21,29,0.7240000000000001,11,36,47,23,7,3,17,22,107,-6,regular season
1937,1937,1937,1937,Brooklyn Nets,Cleveland Cavaliers,W,03/06/2019,240,43,91,0.473,12,33,0.364,15,26,0.5770000000000001,11,39,50,21,5,7,14,22,113,6,regular season
1938,1938,1938,1938,Philadelphia 76ers,Chicago Bulls,L,03/06/2019,240,40,87,0.46,8,24,0.33299999999999996,19,24,0.792,13,33,46,22,10,5,15,20,107,-1,regular season
1939,1939,1939,1939,Chicago Bulls,Philadelphia 76ers,W,03/06/2019,240,41,93,0.441,6,23,0.261,20,27,0.741,16,31,47,21,7,3,13,17,108,1,regular season
1940,1940,1940,1940,Utah Jazz,New Orleans Pelicans,W,03/06/2019,240,46,88,0.523,8,30,0.267,14,22,0.636,9,36,45,31,9,8,20,20,114,10,regular season
1941,1941,1941,1941,New Orleans Pelicans,Utah Jazz,L,03/06/2019,240,41,89,0.461,9,24,0.375,13,20,0.65,7,34,41,17,6,4,17,23,104,-10,regular season
1942,1942,1942,1942,New York Knicks,Phoenix Suns,L,03/06/2019,240,35,77,0.455,6,15,0.4,20,25,0.8,8,38,46,17,6,7,21,23,96,-11,regular season
1943,1943,1943,1943,Phoenix Suns,New York Knicks,W,03/06/2019,240,39,81,0.48100000000000004,12,29,0.414,17,22,0.773,4,27,31,21,11,9,13,25,107,11,regular season
1944,1944,1944,1944,Boston Celtics,Sacramento Kings,W,03/06/2019,240,40,79,0.506,13,33,0.39399999999999996,18,21,0.857,3,32,35,26,11,1,17,22,111,2,regular season
1945,1945,1945,1945,Sacramento Kings,Boston Celtics,L,03/06/2019,240,40,80,0.5,13,29,0.44799999999999995,16,22,0.727,6,34,40,23,8,4,15,21,109,-2,regular season
1946,1946,1946,1946,Denver Nuggets,Los Angeles Lakers,W,03/06/2019,240,45,98,0.45899999999999996,13,42,0.31,12,17,0.706,18,37,55,33,6,3,8,17,115,16,regular season
1947,1947,1947,1947,Los Angeles Lakers,Denver Nuggets,L,03/06/2019,240,40,84,0.47600000000000003,7,31,0.226,12,23,0.522,5,36,41,26,5,4,12,22,99,-16,regular season
1948,1948,1948,1948,Indiana Pacers,Milwaukee Bucks,L,03/07/2019,240,35,90,0.389,14,37,0.37799999999999995,14,20,0.7,6,34,40,26,10,7,10,16,98,-19,regular season
1949,1949,1949,1949,Milwaukee Bucks,Indiana Pacers,W,03/07/2019,240,43,86,0.5,14,35,0.4,17,21,0.81,8,44,52,21,7,10,13,19,117,19,regular season
1950,1950,1950,1950,Oklahoma City Thunder,Portland Trail Blazers,W,03/07/2019,265,48,105,0.457,8,27,0.29600000000000004,25,32,0.7809999999999999,16,42,58,14,7,5,15,31,129,8,regular season
1951,1951,1951,1951,Portland Trail Blazers,Oklahoma City Thunder,L,03/07/2019,265,37,94,0.39399999999999996,9,41,0.22,38,47,0.809,14,37,51,14,7,8,14,27,121,-8,regular season
1952,1952,1952,1952,Washington Wizards,Charlotte Hornets,L,03/08/2019,240,40,86,0.465,9,27,0.33299999999999996,22,26,0.846,13,33,46,28,8,5,14,19,111,-1,regular season
1953,1953,1953,1953,Charlotte Hornets,Washington Wizards,W,03/08/2019,240,40,96,0.41700000000000004,14,41,0.341,18,20,0.9,18,34,52,24,7,8,12,18,112,1,regular season
1954,1954,1954,1954,Dallas Mavericks,Orlando Magic,L,03/08/2019,240,42,89,0.47200000000000003,10,34,0.294,12,16,0.75,10,32,42,22,6,3,14,15,106,-5,regular season
1955,1955,1955,1955,Orlando Magic,Dallas Mavericks,W,03/08/2019,240,42,87,0.483,14,29,0.483,13,18,0.722,11,37,48,26,9,5,14,18,111,5,regular season
1956,1956,1956,1956,Detroit Pistons,Chicago Bulls,W,03/08/2019,240,45,83,0.542,9,27,0.33299999999999996,13,21,0.619,7,34,41,23,5,9,15,19,112,8,regular season
1957,1957,1957,1957,Chicago Bulls,Detroit Pistons,L,03/08/2019,240,42,82,0.512,5,17,0.294,15,23,0.652,8,27,35,20,9,4,16,18,104,-8,regular season
1958,1958,1958,1958,Philadelphia 76ers,Houston Rockets,L,03/08/2019,240,35,95,0.368,3,26,0.115,18,23,0.7829999999999999,22,37,59,20,9,4,18,17,91,-16,regular season
1959,1959,1959,1959,Houston Rockets,Philadelphia 76ers,W,03/08/2019,240,42,85,0.494,13,41,0.317,10,15,0.667,7,36,43,22,13,0,17,18,107,16,regular season
1960,1960,1960,1960,Utah Jazz,Memphis Grizzlies,L,03/08/2019,240,35,82,0.4270000000000001,18,48,0.375,16,24,0.667,10,31,41,21,8,10,12,20,104,-10,regular season
1961,1961,1961,1961,Memphis Grizzlies,Utah Jazz,W,03/08/2019,240,46,90,0.511,9,22,0.409,13,15,0.867,8,35,43,31,5,5,10,18,114,10,regular season
1962,1962,1962,1962,Cleveland Cavaliers,Miami Heat,L,03/08/2019,240,39,81,0.48100000000000004,19,43,0.442,13,16,0.813,6,22,28,28,6,1,15,25,110,-16,regular season
1963,1963,1963,1963,Miami Heat,Cleveland Cavaliers,W,03/08/2019,240,45,79,0.57,12,25,0.48,24,33,0.727,14,31,45,31,5,5,12,15,126,16,regular season
1964,1964,1964,1964,Toronto Raptors,New Orleans Pelicans,W,03/08/2019,240,53,99,0.535,13,37,0.35100000000000003,8,9,0.889,7,44,51,31,10,12,16,14,127,23,regular season
1965,1965,1965,1965,New Orleans Pelicans,Toronto Raptors,L,03/08/2019,240,43,105,0.41,10,39,0.256,8,13,0.615,14,37,51,28,11,0,17,12,104,-23,regular season
1966,1966,1966,1966,Denver Nuggets,Golden State Warriors,L,03/08/2019,240,33,87,0.379,12,33,0.364,27,35,0.7709999999999999,14,32,46,21,9,3,17,22,105,-17,regular season
1967,1967,1967,1967,Golden State Warriors,Denver Nuggets,W,03/08/2019,240,45,84,0.536,18,35,0.514,14,21,0.667,7,36,43,32,11,10,17,28,122,17,regular season
1968,1968,1968,1968,Oklahoma City Thunder,Los Angeles Clippers,L,03/08/2019,240,41,102,0.402,11,44,0.25,17,26,0.654,14,38,52,20,3,7,11,34,110,-8,regular season
1969,1969,1969,1969,Los Angeles Clippers,Oklahoma City Thunder,W,03/08/2019,240,39,86,0.45299999999999996,9,25,0.36,31,46,0.674,10,43,53,20,7,4,10,26,118,8,regular season
1970,1970,1970,1970,Sacramento Kings,New York Knicks,W,03/09/2019,240,36,95,0.379,12,36,0.33299999999999996,18,22,0.818,11,42,53,16,5,3,7,14,102,8,regular season
1971,1971,1971,1971,New York Knicks,Sacramento Kings,L,03/09/2019,240,35,94,0.3720000000000001,10,35,0.28600000000000003,14,21,0.667,13,45,58,16,3,5,9,20,94,-8,regular season
1972,1972,1972,1972,Brooklyn Nets,Atlanta Hawks,W,03/09/2019,240,33,86,0.384,15,44,0.341,33,54,0.611,15,39,54,21,7,3,14,23,114,2,regular season
1973,1973,1973,1973,Atlanta Hawks,Brooklyn Nets,L,03/09/2019,240,39,105,0.371,8,41,0.195,26,32,0.813,18,39,57,22,7,2,10,37,112,-2,regular season
1974,1974,1974,1974,Washington Wizards,Minnesota Timberwolves,L,03/09/2019,265,48,100,0.48,16,44,0.364,18,24,0.75,10,40,50,31,8,5,18,23,130,-5,regular season
1975,1975,1975,1975,Minnesota Timberwolves,Washington Wizards,W,03/09/2019,265,51,114,0.447,12,36,0.33299999999999996,21,24,0.875,18,37,55,25,9,3,9,17,135,5,regular season
1976,1976,1976,1976,Boston Celtics,Los Angeles Lakers,W,03/09/2019,240,48,93,0.516,14,38,0.368,10,14,0.7140000000000001,6,37,43,32,6,5,13,17,120,13,regular season
1977,1977,1977,1977,Los Angeles Lakers,Boston Celtics,L,03/09/2019,240,44,91,0.484,5,27,0.185,14,18,0.778,8,35,43,28,4,4,12,16,107,-13,regular season
1978,1978,1978,1978,Charlotte Hornets,Milwaukee Bucks,L,03/09/2019,240,44,93,0.473,15,39,0.385,11,14,0.7859999999999999,6,29,35,25,4,2,12,24,114,-17,regular season
1979,1979,1979,1979,Milwaukee Bucks,Charlotte Hornets,W,03/09/2019,240,44,90,0.489,17,44,0.386,26,30,0.867,14,41,55,27,9,2,12,17,131,17,regular season
1980,1980,1980,1980,Phoenix Suns,Portland Trail Blazers,L,03/09/2019,240,43,103,0.41700000000000004,9,27,0.33299999999999996,25,29,0.862,13,30,43,27,7,5,8,23,120,-7,regular season
1981,1981,1981,1981,Portland Trail Blazers,Phoenix Suns,W,03/09/2019,240,43,86,0.5,13,29,0.44799999999999995,28,36,0.778,12,40,52,19,5,7,16,27,127,7,regular season
1982,1982,1982,1982,Chicago Bulls,Detroit Pistons,L,03/10/2019,240,41,82,0.5,9,18,0.5,17,26,0.654,6,31,37,18,4,5,10,18,108,-23,regular season
1983,1983,1983,1983,Detroit Pistons,Chicago Bulls,W,03/10/2019,240,49,91,0.5379999999999999,19,35,0.5429999999999999,14,22,0.636,10,34,44,34,5,1,7,24,131,23,regular season
1984,1984,1984,1984,Toronto Raptors,Miami Heat,W,03/10/2019,240,42,74,0.568,21,40,0.525,20,26,0.769,6,38,44,32,8,8,19,23,125,21,regular season
1985,1985,1985,1985,Miami Heat,Toronto Raptors,L,03/10/2019,240,42,92,0.457,8,27,0.29600000000000004,12,21,0.5710000000000001,9,27,36,27,13,0,13,22,104,-21,regular season
1986,1986,1986,1986,Indiana Pacers,Philadelphia 76ers,L,03/10/2019,240,31,83,0.373,5,16,0.313,22,37,0.595,12,32,44,18,8,4,14,27,89,-17,regular season
1987,1987,1987,1987,Philadelphia 76ers,Indiana Pacers,W,03/10/2019,240,38,87,0.4370000000000001,7,23,0.304,23,30,0.767,13,39,52,24,10,3,13,26,106,17,regular season
1988,1988,1988,1988,New Orleans Pelicans,Atlanta Hawks,L,03/10/2019,240,45,101,0.446,18,41,0.439,8,8,1.0,5,37,42,29,6,9,8,17,116,-12,regular season
1989,1989,1989,1989,Atlanta Hawks,New Orleans Pelicans,W,03/10/2019,240,48,98,0.49,17,37,0.45899999999999996,15,18,0.833,10,46,56,30,4,5,9,12,128,12,regular season
1990,1990,1990,1990,Orlando Magic,Memphis Grizzlies,L,03/10/2019,240,31,87,0.35600000000000004,12,38,0.316,23,27,0.852,15,38,53,23,6,4,13,23,97,-8,regular season
1991,1991,1991,1991,Memphis Grizzlies,Orlando Magic,W,03/10/2019,240,34,82,0.415,9,31,0.29,28,31,0.903,6,39,45,23,6,6,10,22,105,8,regular season
1992,1992,1992,1992,Houston Rockets,Dallas Mavericks,W,03/10/2019,240,32,88,0.364,16,52,0.308,14,22,0.636,13,28,41,18,6,4,12,20,94,1,regular season
1993,1993,1993,1993,Dallas Mavericks,Houston Rockets,L,03/10/2019,240,31,75,0.413,9,32,0.281,22,27,0.815,10,41,51,24,6,9,16,20,93,-1,regular season
1994,1994,1994,1994,New York Knicks,Minnesota Timberwolves,L,03/10/2019,240,37,86,0.43,10,25,0.4,8,14,0.5710000000000001,10,33,43,20,5,8,17,14,92,-11,regular season
1995,1995,1995,1995,Minnesota Timberwolves,New York Knicks,W,03/10/2019,240,42,94,0.447,9,30,0.3,10,13,0.769,9,31,40,22,13,10,11,16,103,11,regular season
1996,1996,1996,1996,Milwaukee Bucks,San Antonio Spurs,L,03/10/2019,240,41,87,0.47100000000000003,14,36,0.389,18,25,0.72,6,39,45,22,3,2,10,17,114,-7,regular season
1997,1997,1997,1997,San Antonio Spurs,Milwaukee Bucks,W,03/10/2019,240,49,100,0.49,12,29,0.414,11,15,0.733,8,38,46,24,6,3,4,18,121,7,regular season
1998,1998,1998,1998,Phoenix Suns,Golden State Warriors,W,03/10/2019,240,42,86,0.488,10,25,0.4,21,27,0.778,9,39,48,26,10,4,14,18,115,4,regular season
1999,1999,1999,1999,Golden State Warriors,Phoenix Suns,L,03/10/2019,240,42,95,0.442,10,43,0.233,17,22,0.773,15,34,49,34,10,6,17,24,111,-4,regular season
2000,2000,2000,2000,Toronto Raptors,Cleveland Cavaliers,L,03/11/2019,240,40,84,0.47600000000000003,11,39,0.282,10,17,0.588,6,37,43,20,8,3,20,24,101,-25,regular season
2001,2001,2001,2001,Cleveland Cavaliers,Toronto Raptors,W,03/11/2019,240,44,94,0.46799999999999997,18,41,0.439,20,21,0.9520000000000001,11,40,51,27,8,1,12,19,126,25,regular season
2002,2002,2002,2002,Sacramento Kings,Washington Wizards,L,03/11/2019,240,41,91,0.451,9,27,0.33299999999999996,24,32,0.75,9,38,47,28,8,3,16,25,115,-6,regular season
2003,2003,2003,2003,Washington Wizards,Sacramento Kings,W,03/11/2019,240,40,86,0.465,14,37,0.37799999999999995,27,33,0.818,7,40,47,29,12,1,17,25,121,6,regular season
2004,2004,2004,2004,Detroit Pistons,Brooklyn Nets,L,03/11/2019,240,27,97,0.278,8,34,0.235,13,16,0.813,17,32,49,16,7,3,12,22,75,-28,regular season
2005,2005,2005,2005,Brooklyn Nets,Detroit Pistons,W,03/11/2019,240,39,79,0.494,11,31,0.355,14,22,0.636,5,48,53,21,9,4,17,18,103,28,regular season
2006,2006,2006,2006,Charlotte Hornets,Houston Rockets,L,03/11/2019,240,38,89,0.4270000000000001,16,41,0.39,14,15,0.9329999999999999,7,32,39,23,4,4,11,20,106,-12,regular season
2007,2007,2007,2007,Houston Rockets,Charlotte Hornets,W,03/11/2019,240,38,91,0.418,17,43,0.395,25,27,0.9259999999999999,12,43,55,25,7,4,14,17,118,12,regular season
2008,2008,2008,2008,Oklahoma City Thunder,Utah Jazz,W,03/11/2019,240,36,79,0.456,7,22,0.318,19,27,0.7040000000000001,6,42,48,18,8,5,16,21,98,9,regular season
2009,2009,2009,2009,Utah Jazz,Oklahoma City Thunder,L,03/11/2019,240,32,88,0.364,13,43,0.302,12,17,0.706,11,37,48,22,12,6,13,25,89,-9,regular season
2010,2010,2010,2010,Boston Celtics,Los Angeles Clippers,L,03/11/2019,240,44,91,0.484,14,36,0.389,13,19,0.684,7,22,29,26,11,4,13,24,115,-25,regular season
2011,2011,2011,2011,Los Angeles Clippers,Boston Celtics,W,03/11/2019,240,53,86,0.616,13,28,0.46399999999999997,21,25,0.84,10,37,47,29,4,1,19,26,140,25,regular season
2012,2012,2012,2012,New York Knicks,Indiana Pacers,L,03/12/2019,240,35,80,0.43799999999999994,13,28,0.46399999999999997,15,18,0.833,8,40,48,22,4,5,19,23,98,-5,regular season
2013,2013,2013,2013,Indiana Pacers,New York Knicks,W,03/12/2019,240,37,85,0.435,8,28,0.28600000000000003,21,29,0.7240000000000001,8,34,42,26,11,3,10,22,103,5,regular season
2014,2014,2014,2014,Cleveland Cavaliers,Philadelphia 76ers,L,03/12/2019,240,40,101,0.396,13,38,0.342,6,8,0.75,9,28,37,14,8,2,7,17,99,-7,regular season
2015,2015,2015,2015,Philadelphia 76ers,Cleveland Cavaliers,W,03/12/2019,240,42,85,0.494,8,23,0.348,14,17,0.8240000000000001,12,48,60,25,4,7,21,18,106,7,regular season
2016,2016,2016,2016,Los Angeles Lakers,Chicago Bulls,W,03/12/2019,240,47,86,0.547,13,33,0.39399999999999996,16,20,0.8,5,36,41,23,11,5,13,14,123,16,regular season
2017,2017,2017,2017,Chicago Bulls,Los Angeles Lakers,L,03/12/2019,240,42,91,0.462,11,27,0.40700000000000003,12,12,1.0,11,33,44,23,6,0,16,22,107,-16,regular season
2018,2018,2018,2018,San Antonio Spurs,Dallas Mavericks,W,03/12/2019,240,43,82,0.524,8,22,0.364,18,18,1.0,7,31,38,26,11,3,12,25,112,7,regular season
2019,2019,2019,2019,Dallas Mavericks,San Antonio Spurs,L,03/12/2019,240,38,82,0.46299999999999997,14,39,0.359,15,26,0.5770000000000001,9,29,38,22,1,2,14,16,105,-7,regular season
2020,2020,2020,2020,Milwaukee Bucks,New Orleans Pelicans,W,03/12/2019,240,48,97,0.495,10,36,0.278,24,28,0.857,5,47,52,27,5,4,13,20,130,17,regular season
2021,2021,2021,2021,New Orleans Pelicans,Milwaukee Bucks,L,03/12/2019,240,46,107,0.43,10,47,0.213,11,16,0.688,13,37,50,27,3,4,15,23,113,-17,regular season
2022,2022,2022,2022,Minnesota Timberwolves,Denver Nuggets,L,03/12/2019,240,41,89,0.461,11,30,0.3670000000000001,14,14,1.0,12,23,35,24,10,6,14,20,107,-26,regular season
2023,2023,2023,2023,Denver Nuggets,Minnesota Timberwolves,W,03/12/2019,240,51,85,0.6,18,30,0.6,13,15,0.867,7,29,36,40,6,6,14,16,133,26,regular season
2024,2024,2024,2024,Portland Trail Blazers,Los Angeles Clippers,W,03/12/2019,240,47,96,0.49,12,31,0.387,19,26,0.731,18,32,50,27,8,3,12,20,125,21,regular season
2025,2025,2025,2025,Los Angeles Clippers,Portland Trail Blazers,L,03/12/2019,240,38,95,0.4,9,15,0.6,19,27,0.7040000000000001,25,26,51,21,7,3,11,21,104,-21,regular season
